小说名,的,了,不,在,就,着,也,都,还,上,被,中,啊,很,已经,又,把,吧,地,里,却,对,将,没,没有,后,之,一,从,过,得,才,只,最,再,给,吗,向,太,下,呢,更,之后,便,并,用,还是,与,前,比,跟,以,连,所,先,竟然,和,为,里面,真,于,当然,最后,似乎,只是,别,内,等,一边,正,终于,一直,因为,以后,对于,面前,大,为了,之前,刚,一定,居然,根本,已,非常,一样,不过,不要,可,往,顿时,真是,刚刚,再次,之中,毕竟,其实,自然,哦,越,外,除了,多,来说,难道,快,绝对,么,可是,立刻,当,几乎,周围,般,很快,实在,就算,肯定,的话,呀,身后,嘛,上面,正在,间,旁边,有点,以前,忽然,则,由,随着,后面,不断,甚至,原来,一起,本来,慢慢,比较,嗯,而已,之间,微微,必须,像,马上,倒是,到,外面,到底,边,仿佛,果然,前面,更加,不用,极,未,简直,对面,哈哈,至少,赶紧,就要,真的,总,越来越,啦,通过,全,随后,至于,原本,好,好好,朝,按照,恐怕,朝着,呵呵,连忙,狠狠,反正,同样,倒,同时,不禁,早就,或许,就是,经过,立即,四周,之下,等等,不再,重新,挺,一旁,class
画风不对的战锤版英雄联盟,0.01916,0.011907,0.003584,0.00328,0.00227,0.001657,0.001399,0.001241,0.000779,0.001406,0.000752,0.000845,0.000152,0.000436,1.30E-05,0.000614,0.00099,0.000139,0.000766,0.000317,0.000911,0.000541,0.000271,0.000317,0.000317,0.000581,0.00064,0.000607,0.000495,0.000376,0.000614,0.000475,0.000409,0.00029,0.000548,0.000165,5.30E-05,0.00062,0.000323,0.000541,0.000132,0.000277,0.000172,0.000231,0.000198,0.000251,0.000145,0.000185,0.000337,0.000271,1.30E-05,0.000449,0.000244,0.000389,0.000198,4.00E-05,0.000224,0.000145,7.30E-05,9.20E-05,0.000257,2.00E-05,0.000112,1.30E-05,8.60E-05,7.90E-05,0.000172,0.000152,5.90E-05,0.000198,5.30E-05,4.60E-05,4.00E-05,7.30E-05,6.60E-05,0.000139,0.000224,0.000145,0.000125,0.000125,2.00E-05,3.30E-05,2.60E-05,0.000178,1.30E-05,6.60E-05,7.90E-05,6.60E-05,4.60E-05,9.90E-05,2.60E-05,4.60E-05,1.30E-05,6.60E-05,5.30E-05,3.30E-05,6.60E-05,5.30E-05,2.60E-05,6.60E-05,0.000119,7.00E-06,7.30E-05,5.90E-05,4.00E-05,9.20E-05,7.00E-06,2.60E-05,2.00E-05,3.30E-05,0.000112,0.000158,0.000119,0.000125,2.00E-05,0.000119,6.60E-05,2.00E-05,2.60E-05,2.90E-05,5.90E-05,7.00E-06,6.60E-05,2.00E-05,0.000119,2.60E-05,1.30E-05,2.00E-05,5.30E-05,5.30E-05,4.00E-05,2.60E-05,7.30E-05,8.60E-05,1.30E-05,7.30E-05,1.30E-05,2.60E-05,7.00E-06,2.60E-05,7.00E-06,7.00E-06,5.30E-05,2.00E-05,2.00E-05,7.30E-05,3.30E-05,4.00E-05,3.30E-05,7.00E-06,2.60E-05,2.90E-05,1.30E-05,3.30E-05,3.30E-05,7.00E-06,7.00E-06,9.90E-05,8.60E-05,7.00E-06,3.30E-05,7.00E-06,1.30E-05,1.30E-05,5.30E-05,7.00E-06,1.30E-05,7.00E-06,7.00E-06,3.30E-05,5.30E-05,1.30E-05,2.60E-05,1.30E-05,4.00E-05,2.00E-05,2.90E-05,2.00E-05,2.00E-05,0.001657,1.30E-05,3.30E-05,1.30E-05,7.00E-06,4.60E-05,5.90E-05,6.60E-05,1.30E-05,2.00E-05,7.00E-06,7.30E-05,1.30E-05,2.00E-05,2.90E-05,5.90E-05,2.60E-05,5.90E-05,7.00E-06,2.60E-05,2.60E-05,succ
幻影至尊,0.016641,0.010478,0.005084,0.002688,0.004297,0.002834,0.003987,0.00278,0.001554,0.000603,0.000329,0.000293,0.001408,0.001372,0.000475,0.00053,0.000786,0.00117,0.000183,0.000567,0.000421,0.000622,1.80E-05,0.001024,0.000677,0.00011,0.000165,0.000603,0.000293,0.000567,0.000494,0.000567,0.000421,0.000329,0.000311,0.000603,0.000585,0.000128,0.000347,0.000293,0.000677,0.000201,0.00011,7.30E-05,0.000274,0.000165,0.000293,5.50E-05,9.10E-05,0.00011,0.000219,0.000219,0.000128,7.30E-05,0.000293,0.000128,0.000219,1.80E-05,0.000512,0.000238,1.80E-05,1.80E-05,0.00011,0.000274,0.000183,0.000183,0.00011,1.80E-05,3.70E-05,0.00011,1.80E-05,1.80E-05,1.80E-05,5.50E-05,1.80E-05,9.10E-05,6.10E-05,1.80E-05,9.10E-05,7.30E-05,0.000128,0.000238,0.000238,6.10E-05,1.80E-05,0.00011,0.000183,0.00011,0.00011,0.000219,3.70E-05,0.00011,7.30E-05,0.000311,0.000146,0.000219,0.000366,5.50E-05,0.000128,3.70E-05,3.70E-05,9.10E-05,7.30E-05,0.000146,0.000128,9.10E-05,1.80E-05,9.10E-05,0.00011,9.10E-05,1.80E-05,1.80E-05,8.20E-05,3.70E-05,9.10E-05,3.70E-05,0.000183,0.000165,0.00011,3.70E-05,1.80E-05,9.10E-05,0.000219,0.00011,1.80E-05,1.80E-05,0.00011,5.50E-05,3.70E-05,9.10E-05,9.10E-05,3.70E-05,3.70E-05,0.005084,5.50E-05,0.000146,1.80E-05,9.10E-05,1.80E-05,7.30E-05,9.10E-05,0.000347,1.80E-05,3.70E-05,7.30E-05,3.70E-05,3.70E-05,9.10E-05,0.00011,3.70E-05,9.10E-05,7.40E-05,7.40E-05,0.000183,1.80E-05,5.50E-05,3.70E-05,3.70E-05,5.50E-05,1.80E-05,1.80E-05,5.50E-05,1.80E-05,0.00011,0.000146,9.10E-05,7.30E-05,3.70E-05,7.30E-05,1.80E-05,6.10E-05,0.00011,1.80E-05,5.50E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,5.50E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,9.10E-05,1.80E-05,0.005084,3.70E-05,3.70E-05,0.00011,1.80E-05,0.000165,3.70E-05,5.50E-05,1.80E-05,3.70E-05,1.80E-05,9.10E-05,1.80E-05,unsucc
辉煌王座,0.018189,0.009094,0.005713,0.00384,0.003152,0.002503,0.003821,0.001968,0.000993,0.000783,0.000134,0.000497,0.000764,0.001261,0.000592,0.000898,0.001509,0.000783,1.90E-05,0.000688,0.000439,0.001146,1.90E-05,0.000573,0.000573,0.000764,0.000363,0.000248,0.000535,0.000267,0.000325,0.000363,0.000401,0.00042,0.000344,0.000955,0.000573,0.000191,0.000248,0.00021,0.000229,0.000153,7.60E-05,1.90E-05,3.80E-05,0.000267,0.000382,1.90E-05,1.90E-05,1.90E-05,0.00019,1.90E-05,0.000172,9.60E-05,0.000172,7.60E-05,0.000478,0.000306,0.000688,0.000115,3.80E-05,0.000115,0.000134,1.90E-05,0.000401,0.000363,0.000115,0.000115,3.80E-05,3.80E-05,3.80E-05,0.000134,0.000153,1.90E-05,3.80E-05,1.90E-05,5.70E-05,0.000115,1.90E-05,1.90E-05,9.60E-05,0.000115,3.80E-05,0.000209,3.80E-05,0.000248,7.60E-05,0.00021,7.60E-05,1.90E-05,1.90E-05,0.000115,1.90E-05,5.70E-05,5.70E-05,0.000191,0.000248,3.80E-05,0.00042,0.000134,1.90E-05,5.70E-05,3.80E-05,0.000134,0.000134,5.70E-05,3.80E-05,0.000285,7.60E-05,5.20E-05,0.000115,5.70E-05,1.90E-05,5.70E-05,5.70E-05,0.00384,1.90E-05,0.000172,9.60E-05,1.90E-05,5.70E-05,5.70E-05,3.80E-05,3.80E-05,7.60E-05,3.80E-05,0.000191,1.90E-05,1.60E-05,0.000133,5.70E-05,3.80E-05,0.000134,0.005713,1.90E-05,7.60E-05,5.70E-05,0.000267,7.60E-05,1.90E-05,3.80E-05,9.60E-05,1.90E-05,7.60E-05,1.90E-05,7.60E-05,9.60E-05,1.90E-05,7.60E-05,1.90E-05,3.80E-05,3.80E-05,7.60E-05,0.000115,1.90E-05,0.000134,5.70E-05,7.60E-05,1.90E-05,1.90E-05,9.60E-05,7.90E-05,1.90E-05,7.60E-05,0.003152,0.000115,3.80E-05,1.90E-05,0.000401,5.70E-05,1.90E-05,5.70E-05,3.80E-05,1.90E-05,0.000115,0.000115,0.000133,3.80E-05,1.90E-05,0.002503,1.90E-05,5.70E-05,1.90E-05,3.80E-05,1.90E-05,3.20E-05,1.90E-05,0.005713,5.70E-05,9.60E-05,7.60E-05,3.80E-05,3.80E-05,1.90E-05,1.90E-05,0.000115,0.000344,7.60E-05,0.000172,5.70E-05,unsucc
混在异界的骨灰级玩家,0.017379,0.007038,0.003908,0.002375,0.001835,0.001231,0.002483,0.0019,0.000799,0.000712,0.000475,0.001231,0.000367,0.000993,0.00013,0.000777,0.000648,0.000281,0.000885,0.000626,0.000583,0.000756,0.000324,0.00041,0.000324,0.000194,0.000583,0.000453,0.000475,0.000453,0.000626,0.000648,0.00054,0.000453,0.00054,0.000302,0.000237,0.000561,0.000237,0.000237,0.000237,0.000561,0.000194,0.000281,0.000389,0.000151,8.60E-05,0.000302,0.000367,0.000259,2.20E-05,0.000194,0.000194,0.000389,0.000194,0.000194,0.000237,0.000281,2.20E-05,4.30E-05,0.000216,2.20E-05,4.30E-05,2.20E-05,8.60E-05,0.00013,0.000173,0.000173,4.30E-05,0.00013,4.30E-05,0.000108,2.20E-05,0.000173,0.000173,4.30E-05,4.30E-05,6.50E-05,0.000194,0.000173,0.000108,8.60E-05,4.30E-05,0.00013,2.20E-05,2.20E-05,4.30E-05,4.30E-05,6.50E-05,6.50E-05,0.00013,4.30E-05,4.30E-05,0.000108,2.20E-05,0.000259,4.30E-05,0.00013,9.60E-05,0.000151,6.50E-05,8.60E-05,2.20E-05,2.20E-05,0.000173,4.30E-05,4.30E-05,0.000173,6.50E-05,4.30E-05,2.20E-05,0.000151,8.60E-05,0.000108,4.30E-05,8.60E-05,0.000151,0.00013,8.60E-05,7.20E-05,0.000194,0.000151,0.000712,2.20E-05,0.00041,2.20E-05,8.60E-05,0.000194,3.50E-05,0.000108,6.50E-05,0.000108,0.000194,2.20E-05,6.50E-05,2.20E-05,2.20E-05,2.20E-05,0.000151,6.50E-05,2.40E-05,2.20E-05,2.20E-05,0.000326,4.30E-05,0.000173,4.30E-05,2.20E-05,4.30E-05,6.50E-05,2.20E-05,4.30E-05,4.30E-05,8.60E-05,4.30E-05,2.20E-05,6.50E-05,4.30E-05,0.00013,2.20E-05,0.000756,1.90E-05,6.50E-05,2.20E-05,0.001835,4.30E-05,8.60E-05,2.20E-05,4.30E-05,4.30E-05,4.30E-05,0.000108,6.50E-05,2.20E-05,4.30E-05,4.30E-05,2.20E-05,2.20E-05,0.000192,2.20E-05,2.20E-05,0.000194,0.000115,4.30E-05,6.50E-05,2.20E-05,2.20E-05,4.30E-05,0.001835,0.00013,0.001835,0.00013,2.20E-05,1.90E-05,4.30E-05,2.20E-05,0.00054,1.90E-05,4.30E-05,2.20E-05,succ
极品装备制造师,0.015189,0.009954,0.004322,0.002983,0.003622,0.002374,0.001796,0.001552,0.001187,0.001035,0.001187,0.000244,0.001735,0.000731,3.00E-05,0.000609,0.000639,0.000487,0.001157,0.000761,0.000487,0.000274,0.000365,0.000335,0.000335,9.10E-05,0.000152,0.000548,0.000609,0.000396,0.000639,0.000487,0.000365,0.000274,0.000548,0.000457,0.000122,9.10E-05,0.000304,0.000244,0.000517,0.000213,9.10E-05,0.00067,0.000244,3.00E-05,0.000183,4.30E-05,9.10E-05,0.000122,0.000152,0.000152,0.000152,0.000122,0.000183,0.000152,0.000274,9.10E-05,0.000152,0.000122,6.10E-05,3.00E-05,9.10E-05,6.10E-05,0.000365,0.000122,3.00E-05,0.000152,0.000122,6.10E-05,3.00E-05,3.00E-05,9.10E-05,9.10E-05,6.10E-05,9.10E-05,0.000213,9.10E-05,9.10E-05,0.000183,9.10E-05,6.10E-05,0.000152,9.10E-05,0.000274,0.000152,6.10E-05,6.10E-05,0.000396,0.000244,0.000304,3.00E-05,9.10E-05,9.10E-05,3.00E-05,9.10E-05,0.000122,0.000122,6.10E-05,0.000152,6.10E-05,9.10E-05,9.10E-05,6.10E-05,6.10E-05,6.10E-05,6.10E-05,0.000457,0.000122,0.000274,3.00E-05,6.10E-05,6.10E-05,3.00E-05,6.10E-05,9.10E-05,3.00E-05,0.000122,0.000274,0.000396,6.10E-05,8.60E-05,6.10E-05,6.10E-05,3.00E-05,0.000183,3.00E-05,3.00E-05,2.10E-05,3.00E-05,9.10E-05,0.002374,9.10E-05,3.00E-05,2.10E-05,6.10E-05,0.000152,3.00E-05,4.30E-05,0.000122,3.00E-05,9.10E-05,3.00E-05,3.00E-05,0.000152,9.10E-05,0.000122,9.10E-05,6.10E-05,6.10E-05,6.10E-05,6.40E-05,0.000107,3.00E-05,9.10E-05,6.10E-05,3.00E-05,6.10E-05,2.00E-05,3.00E-05,0.000122,2.10E-05,6.10E-05,0.000457,0.000244,6.10E-05,2.10E-05,3.00E-05,6.10E-05,0.000396,5.80E-05,9.10E-05,3.00E-05,4.30E-05,6.10E-05,6.10E-05,9.10E-05,0.000122,0.000183,9.10E-05,9.80E-05,0.000152,9.10E-05,6.10E-05,3.00E-05,0.00015,3.00E-05,0.004322,6.10E-05,4.30E-05,3.00E-05,3.00E-05,0.000152,3.00E-05,3.00E-05,6.10E-05,0.000548,4.30E-05,3.00E-05,3.00E-05,succ
极致黑暗,0.019742,0.010726,0.00171,0.002363,0.001648,0.003296,0.001244,0.001244,0.000808,0.000902,0.000808,0.000808,0.000435,0.000373,0.000218,0.000808,6.20E-05,0.000497,0.002052,0.000311,0.000249,0.000373,0.000933,0.000373,0.000373,0.000373,0.000808,0.000684,0.000777,0.000591,0.000435,0.000466,0.000466,3.10E-05,0.000218,0.000342,0.000311,0.000404,0.000124,0.000311,0.00028,0.000249,0.000373,0.000187,0.00028,0.000218,0.000124,0.000684,0.000187,6.20E-05,3.10E-05,0.000404,0.000187,9.30E-05,0.000155,3.10E-05,6.20E-05,9.30E-05,0.000311,3.10E-05,9.30E-05,6.20E-05,3.10E-05,3.10E-05,9.30E-05,0.000155,0.000124,6.20E-05,3.10E-05,0.000155,9.30E-05,3.10E-05,3.10E-05,0.000155,9.30E-05,0.000187,0.000155,9.30E-05,0.000187,0.000132,6.20E-05,7.40E-05,6.20E-05,0.000466,0.000404,6.20E-05,3.10E-05,0.000124,9.30E-05,0.000124,3.10E-05,3.10E-05,0.000249,6.20E-05,0.000435,3.10E-05,0.000249,3.10E-05,6.20E-05,0.000124,0.000132,0.010726,6.20E-05,6.20E-05,3.10E-05,9.30E-05,0.000373,0.00028,9.30E-05,9.30E-05,6.20E-05,0.000187,3.10E-05,0.000155,9.30E-05,6.20E-05,3.10E-05,3.10E-05,3.10E-05,7.90E-05,9.30E-05,0.000218,0.000902,9.30E-05,9.30E-05,3.10E-05,9.30E-05,3.10E-05,0.000187,6.20E-05,6.20E-05,0.000187,0.000373,0.000187,3.10E-05,3.10E-05,3.10E-05,6.20E-05,0.000132,3.10E-05,0.000155,6.20E-05,9.30E-05,9.30E-05,3.10E-05,6.20E-05,9.30E-05,3.10E-05,9.30E-05,3.10E-05,6.20E-05,6.20E-05,3.10E-05,7.90E-05,0.000187,3.10E-05,6.20E-05,0.000249,0.000124,3.10E-05,3.10E-05,5.30E-05,3.10E-05,3.10E-05,0.001648,3.10E-05,5.30E-05,0.000124,0.000187,3.10E-05,5.30E-05,0.000373,3.10E-05,3.10E-05,6.20E-05,6.20E-05,5.30E-05,3.10E-05,2.50E-05,0.000529,3.10E-05,0.000187,0.00028,3.10E-05,2.60E-05,3.10E-05,0.000249,0.00171,0.001648,9.30E-05,0.001648,0.000591,2.50E-05,9.30E-05,0.000311,6.20E-05,0.000124,2.60E-05,3.10E-05,3.10E-05,unsucc
迦南之心,0.013117,0.001177,0.002055,0.003756,0.000617,0.000598,0.000897,0.000411,0.000336,0.001159,0.000598,0.000934,3.70E-05,7.50E-05,9.30E-05,3.70E-05,0.000112,0.000154,5.60E-05,5.60E-05,5.60E-05,0.000262,0.000841,1.90E-05,1.90E-05,0.000206,0.003588,1.90E-05,0.000617,0.000112,0.000224,0.000149,0.000224,0.000299,0.000411,5.60E-05,5.10E-05,9.30E-05,1.90E-05,0.00043,3.70E-05,0.000916,0.000112,1.90E-05,0.000168,0.000168,3.70E-05,0.000374,9.30E-05,7.50E-05,2.60E-05,0.000822,1.90E-05,0.000299,3.70E-05,0.000282,3.70E-05,0.000243,5.60E-05,1.90E-05,0.000691,0.000299,0.000206,1.90E-05,5.60E-05,2.60E-05,0.000523,0.000243,1.90E-05,7.50E-05,0.000691,1.90E-05,3.70E-05,1.90E-05,7.50E-05,9.30E-05,0.000154,3.70E-05,5.60E-05,0.000154,1.90E-05,0.000137,0.000231,9.30E-05,3.70E-05,1.90E-05,1.90E-05,0.002055,5.10E-05,0.000154,2.60E-05,1.90E-05,3.70E-05,1.90E-05,0.000374,7.50E-05,5.10E-05,3.70E-05,1.90E-05,3.70E-05,9.30E-05,3.70E-05,1.90E-05,1.90E-05,5.10E-05,5.10E-05,3.70E-05,1.90E-05,5.10E-05,1.90E-05,0.00043,0.000206,2.60E-05,9.30E-05,1.90E-05,0.003756,0.000617,1.90E-05,1.90E-05,0.000222,1.90E-05,1.70E-05,1.90E-05,7.50E-05,0.000103,1.90E-05,5.00E-05,1.90E-05,2.50E-05,0.000206,0.000131,1.90E-05,0.000206,1.90E-05,7.50E-05,5.10E-05,1.90E-05,5.10E-05,2.60E-05,7.50E-05,0.000128,3.70E-05,5.60E-05,1.90E-05,1.90E-05,1.90E-05,0.001159,5.10E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,2.60E-05,1.90E-05,3.70E-05,0.000168,5.10E-05,0.000112,0.000128,0.000262,2.60E-05,7.50E-05,1.90E-05,0.000617,1.90E-05,2.60E-05,1.90E-05,2.60E-05,0.000112,2.60E-05,1.90E-05,3.70E-05,2.60E-05,1.90E-05,1.90E-05,2.00E-05,3.70E-05,0.000208,0.000598,1.70E-05,1.90E-05,3.70E-05,7.50E-05,3.70E-05,0.000128,3.70E-05,1.90E-05,0.000617,7.50E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,3.70E-05,1.90E-05,3.70E-05,3.70E-05,5.10E-05,1.90E-05,succ
剑厨,0.018328,0.011355,0.003803,0.002807,0.003314,0.003368,0.00201,0.001376,0.001087,0.000743,0.000797,0.000489,0.000887,0.001358,5.40E-05,0.000815,0.000706,0.000761,5.40E-05,0.000887,0.000398,0.000471,0.000272,0.000417,0.000417,0.000507,0.000127,0.000652,0.00038,0.000326,0.000163,0.000453,0.000435,0.000308,0.000453,0.000254,0.000435,0.000453,0.000235,0.000199,0.000398,0.000217,0.000127,1.80E-05,0.00029,0.000254,0.000308,1.80E-05,1.80E-05,5.40E-05,0.000235,0.000109,0.000181,5.40E-05,0.000181,1.80E-05,0.000145,5.40E-05,0.000127,3.60E-05,7.20E-05,5.40E-05,0.000127,5.40E-05,0.00029,0.000235,0.000122,7.20E-05,0.000127,0.000145,7.20E-05,1.80E-05,5.40E-05,1.80E-05,1.80E-05,1.80E-05,0.000163,3.60E-05,1.80E-05,0.000109,3.60E-05,0.000417,3.60E-05,5.40E-05,1.80E-05,0.000326,9.10E-05,9.10E-05,7.20E-05,0.000109,5.40E-05,3.60E-05,0.000109,9.10E-05,1.80E-05,1.80E-05,0.000109,1.80E-05,1.80E-05,3.60E-05,9.10E-05,9.10E-05,3.60E-05,1.80E-05,0.000217,0.000109,5.40E-05,2.40E-05,3.60E-05,0.000127,5.40E-05,3.60E-05,5.40E-05,0.000127,7.20E-05,1.80E-05,0.003314,0.000109,5.40E-05,3.80E-05,5.40E-05,0.000163,9.10E-05,7.20E-05,1.80E-05,1.80E-05,5.40E-05,1.80E-05,0.000272,1.80E-05,7.20E-05,5.40E-05,0.000145,1.80E-05,7.20E-05,1.80E-05,3.60E-05,1.80E-05,0.000127,1.80E-05,3.60E-05,5.40E-05,1.80E-05,1.80E-05,1.80E-05,0.000109,0.000743,1.80E-05,5.40E-05,3.60E-05,5.40E-05,0.000181,0.000181,7.20E-05,1.80E-05,0.000217,3.60E-05,4.90E-05,3.60E-05,1.80E-05,0.000471,1.80E-05,9.10E-05,3.60E-05,3.60E-05,3.60E-05,7.20E-05,1.80E-05,0.00029,3.60E-05,3.60E-05,3.60E-05,7.20E-05,3.60E-05,9.10E-05,3.60E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,0.000245,3.60E-05,7.20E-05,7.20E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,7.20E-05,2.40E-05,9.10E-05,1.80E-05,1.80E-05,5.40E-05,1.80E-05,3.60E-05,5.40E-05,4.90E-05,3.60E-05,1.80E-05,unsucc
剑狂独行,0.020104,0.011004,0.003734,0.004204,0.00272,0.004698,0.001929,0.001063,0.001063,0.000865,0.000964,0.000445,0.005613,0.000198,2.50E-05,0.000371,0.001558,0.001236,7.40E-05,0.000519,2.50E-05,0.00042,0.000321,0.000964,0.000198,0.000495,7.40E-05,0.000346,0.000247,0.000519,0.000173,7.40E-05,0.000272,0.00042,0.000223,0.000544,0.000618,0.000989,0.000272,0.000396,0.000346,0.000173,7.40E-05,0.000173,0.00029,0.000297,7.40E-05,0.000198,0.000198,0.000643,2.50E-05,7.40E-05,0.000124,0.000124,7.40E-05,2.50E-05,0.000321,0.000124,2.50E-05,9.90E-05,4.90E-05,4.90E-05,0.000124,5.40E-05,0.000124,0.000445,0.000122,0.000148,0.000198,9.90E-05,4.90E-05,4.90E-05,0.000124,7.40E-05,4.90E-05,0.000198,0.000124,2.50E-05,2.50E-05,2.50E-05,0.000321,2.50E-05,4.90E-05,2.50E-05,2.50E-05,9.90E-05,4.90E-05,0.000297,7.40E-05,0.000223,2.50E-05,4.90E-05,2.50E-05,2.50E-05,7.40E-05,2.50E-05,4.90E-05,1.80E-05,0.000569,4.90E-05,0.000124,2.50E-05,7.40E-05,4.90E-05,0.000148,0.000247,0.00042,2.40E-05,4.90E-05,0.000127,4.90E-05,3.60E-05,0.000223,7.40E-05,2.50E-05,2.50E-05,7.40E-05,0.000109,9.90E-05,3.80E-05,2.50E-05,0.000247,0.000865,9.90E-05,1.80E-05,7.40E-05,2.50E-05,7.40E-05,0.000124,4.90E-05,7.20E-05,0.004698,2.50E-05,2.50E-05,2.50E-05,1.80E-05,7.40E-05,4.90E-05,4.90E-05,2.50E-05,2.50E-05,2.50E-05,7.40E-05,1.80E-05,2.50E-05,4.90E-05,0.000223,2.50E-05,2.50E-05,0.000124,2.50E-05,0.000198,0.000124,2.50E-05,4.90E-05,2.50E-05,7.40E-05,4.90E-05,3.60E-05,1.80E-05,7.40E-05,2.50E-05,2.50E-05,3.60E-05,7.40E-05,7.40E-05,2.50E-05,4.90E-05,0.000198,0.000519,3.60E-05,0.000371,2.50E-05,2.50E-05,0.000124,9.90E-05,4.90E-05,2.50E-05,1.80E-05,2.50E-05,0.000346,0.000124,0.000247,2.50E-05,2.50E-05,2.50E-05,4.90E-05,0.003734,2.50E-05,2.40E-05,0.000124,2.50E-05,1.80E-05,0.000198,2.50E-05,0.000148,0.000223,2.50E-05,3.60E-05,0.000173,unsucc
剑娘,0.024247,0.008307,0.003461,0.003057,0.002827,0.001481,0.001923,0.001192,0.000461,0.000808,0.001365,0.001327,0.00025,0.0005,0.000731,0.0005,0.000654,0.000538,1.90E-05,0.000327,0.001019,0.000519,0.000615,0.000154,0.000154,0.000519,0.000154,0.000558,0.000981,0.000385,0.000115,0.000558,0.000577,0.0005,0.000615,0.0005,0.000423,0.000154,0.000269,0.000192,0.000154,0.000308,0.000135,0.000365,0.000558,0.00025,0.000154,0.000288,0.000173,0.000173,3.80E-05,0.000154,5.80E-05,7.70E-05,5.80E-05,1.90E-05,0.000192,0.000212,0.000327,5.80E-05,3.80E-05,1.90E-05,0.00025,0.000192,7.70E-05,5.80E-05,0.000212,9.60E-05,1.90E-05,7.70E-05,3.80E-05,9.60E-05,1.90E-05,0.000154,3.80E-05,0.000135,9.60E-05,0.000212,5.80E-05,7.70E-05,0.00025,0.000192,5.80E-05,7.90E-05,3.80E-05,0.00025,7.70E-05,0.000212,1.90E-05,7.70E-05,1.90E-05,5.80E-05,7.70E-05,1.90E-05,0.000154,5.80E-05,0.000135,1.90E-05,0.000154,0.000154,7.70E-05,0.000135,7.70E-05,3.80E-05,1.90E-05,3.80E-05,1.90E-05,0.000115,1.90E-05,2.60E-05,3.80E-05,5.80E-05,1.90E-05,1.90E-05,3.80E-05,9.60E-05,1.90E-05,0.000132,0.000115,0.000135,0.000115,3.80E-05,5.80E-05,3.80E-05,1.90E-05,1.90E-05,2.60E-05,0.000154,1.90E-05,3.80E-05,7.70E-05,1.90E-05,3.80E-05,1.90E-05,5.80E-05,3.80E-05,1.90E-05,3.80E-05,2.60E-05,1.90E-05,1.90E-05,9.60E-05,1.90E-05,7.70E-05,0.000212,7.70E-05,7.70E-05,1.90E-05,0.000115,5.80E-05,0.000115,0.000135,3.80E-05,9.60E-05,7.70E-05,7.70E-05,3.80E-05,1.90E-05,7.70E-05,1.90E-05,0.000519,0.000106,1.90E-05,1.90E-05,0.000115,5.80E-05,5.80E-05,1.90E-05,1.90E-05,0.000173,1.90E-05,1.90E-05,3.80E-05,5.80E-05,1.90E-05,1.90E-05,1.90E-05,0.000115,5.80E-05,1.90E-05,5.80E-05,5.80E-05,5.80E-05,3.80E-05,1.90E-05,3.80E-05,1.90E-05,0.000327,0.000135,7.70E-05,3.80E-05,0.000115,1.90E-05,1.90E-05,7.70E-05,5.80E-05,7.70E-05,1.90E-05,9.60E-05,0.000558,succ
