小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,DEG的,PU。,DEC的,AS了,PU“,VC是,PU”,CD一,PN我,AD不,PN你,AD就,PU！,M个,PU？,PN他,AD也,P在,SP了,VE有,DT这,NN人,AS着,AD都,PN自己,PU：,AD还,PU…,VV看,VV会,VV说,BA把,SP的,DT这个,VV能,DT那,VV要,PU,,SP啊,CD两,VV知道,PN这,DEV的,VV说道,NR吴明,VV想,PN我们,SP吧,LC后,VE没有,DT什么,PN她,VV去,AD已经,LC上,AD又,AD却,VV到,AD没,DEV地,AD不过,AD很,LC里,NT现在,AD而,VV来,PU",NR阿德斯,AD但,VV让,PN你们,VV起来,CC和,PU.,AD那,NN时候,P对,NN世界,LC中,SP吗,NR陈浩明,VV可以,P从,AD就是,SP呢,PN他们,AD可是,AD怎么,NN东西,NN爱丽丝,AD才,JJ大,AD再,AD一下,NN路羽,NN少女,PN什么,P因为,AD一,AD还是,CD三,JJ小,M种,PN那,AD有些,AD凡,VV出来,CS虽然,SB被,P向,AS过,AD没有,VA好,LB被,DT那个,AD所以,AD只是,NR奥斯卡,SP的话,PN这里,NN高尘,AD更,AD最,P给,M年,AD只,CD几,NN大人,NN刀,AD那么,NR秦明,NN手,VV做,NR陈志林,NN路,AD这么,AD太,M声,VE没,NN时间,NN眼睛,PN谁,AD然后,CS如果,M岁,M位,VV可,PU=,VV给,AD而且,PU:,PU、,NN事,VV笑,M次,NN身体,AD便,VV看到,M把,NN事情,DER得,AD刚刚,VV过来,NN声音,VV见,NN女孩,VA一样,NN弟弟,VV叫,VV走,AD正,LC时,AD但是,NN人类,VV想到,NN脸,P和,AD真的,VV说完,NR亨特,NR李孝鸿,NN神,AD直接,P用,VV应该,NN身上,CC还有,VV发现,DT那些,AD当然,NN师父,NN哥哥,NN家,VV听到,DT有些,VV吃,P比,NN外来者,class,
暴风法神,1.09454061251664,3.54860186418109,0.459387483355526,3.93475366178428,1.84420772303595,0.0719041278295605,3.49400798934753,0.0199733688415446,0.323568575233022,0.533954727030625,1.72436750998668,0.130492676431424,2.98002663115845,0.716378162450066,751.0,1761.0,2.344873501997337,succ,暴风法神,0.070723,0.028887,0.038618,0.023217,0.016091,0.010651,0.015018,0.010497,0.017853,0.004827,0.009271,0.006819,0.004904,0.010651,0.010114,0.006896,0.009348,0.002452,0.007892,0.004751,0.006666,0.004444,0.003371,0.004214,0.005823,0.004674,0.003678,0.002529,0.007203,0.000843,0.003142,0.001916,0.001839,0.002145,0.001839,0.003065,0.001916,0.002069,0.0,0.002452,0.001073,0.00046,0.002222,0.000536,0.00023,0.0,0.001456,0.00023,0.001073,0.000536,0.000613,0.002452,0.001992,0.000766,0.001149,0.001992,0.000766,0.000919,0.002605,0.000919,0.002912,0.000536,0.002222,0.003448,0.00069,0.00069,0.001303,0.0,0.0,0.001762,0.001456,0.000153,7.7e-05,0.001532,0.0,0.000766,0.000766,0.000996,0.002912,0.002529,0.001303,0.0,0.00023,0.001456,0.000996,0.000843,0.001073,0.000153,7.7e-05,0.000613,0.0,0.00046,0.001839,0.000536,0.000306,0.00023,0.0,0.001762,7.7e-05,0.000919,0.00069,0.000536,0.000613,0.001609,0.001073,0.0,0.0,0.000843,7.7e-05,0.002145,0.000919,0.001149,0.000919,0.00046,0.001532,0.001303,0.000383,0.000536,0.0,0.00046,0.00069,0.0,0.000613,0.001303,0.000306,0.00069,0.001456,0.000996,0.000383,0.0,0.000766,0.0,0.000613,0.00046,0.0,0.00023,0.000306,0.00046,0.000153,0.000613,0.000919,0.000306,0.00069,0.000613,0.001379,0.000153,0.000613,0.00023,0.0,0.000613,0.000536,0.0,0.002988,0.000613,0.000153,0.001379,7.7e-05,0.0,0.000843,0.00069,0.000306,0.000766,0.000306,7.7e-05,0.001149,0.000306,0.0,0.000536,0.0,0.000383,0.000613,0.000153,0.000306,7.7e-05,0.001609,0.000153,0.000613,7.7e-05,0.000306,0.001916,0.0,0.0,7.7e-05,0.000153,0.001149,0.000766,7.7e-05,0.000383,0.000153,0.000383,0.000613,0.0,0.0,0.0,0.00023,0.0,7.7e-05,0.000536,0.0,0.000306,succ,
暴力狐尊,1.06567796610169,5.5614406779661,0.514830508474576,6.54237288135593,4.00211864406779,0.23093220338983,5.11228813559322,0.0190677966101694,0.826271186440678,1.13135593220339,3.26059322033898,0.35593220338983,4.23728813559322,1.63983050847457,472.0,1714.0,3.6313559322033897,succ,暴力狐尊,0.083185,0.041128,0.02342,0.038058,0.015709,0.00814,0.009639,0.008211,0.021207,0.001428,0.004927,0.001785,0.005855,0.008854,0.005284,0.001571,0.006355,0.004284,0.009068,0.001928,0.003927,0.002928,0.002142,0.005569,0.003713,0.004284,0.001642,0.001785,0.004284,0.001428,0.001856,0.000571,0.000571,0.001142,0.000643,0.001,0.001,0.001357,0.000143,0.000785,0.001357,7.1e-05,0.001785,0.011639,0.000143,0.0,0.000357,0.000214,0.000428,0.001428,7.1e-05,0.000857,0.000143,0.000357,0.000143,0.002713,0.001142,0.001,0.001785,0.000785,0.000785,0.001357,0.000928,0.000428,0.001714,0.000928,0.000428,0.0,0.0,0.000286,0.0005,7.1e-05,0.000357,0.002356,0.000357,0.000214,0.000785,0.0005,0.000571,0.004641,0.0005,0.0,0.000286,0.001785,0.000928,0.000214,0.000143,7.1e-05,0.000357,0.0005,0.0,0.001214,0.000928,0.001071,0.001285,0.0,0.0,0.000214,0.000643,0.001642,0.000286,0.001214,0.0005,0.00307,7.1e-05,0.000286,0.0,0.000785,0.001142,0.001499,0.000286,0.000571,0.000785,0.000571,0.000428,0.001,0.001,0.000286,0.0,0.000286,0.0005,0.0,0.000785,0.001642,0.000357,0.001,0.001499,0.001428,7.1e-05,7.1e-05,0.000214,0.011567,0.000643,0.0005,0.0,0.0,0.000428,0.000714,0.001357,7.1e-05,0.001071,0.000214,0.000143,0.000571,0.001071,0.000214,0.000286,0.000286,0.0,7.1e-05,0.000571,0.0,0.003285,7.1e-05,0.000214,0.000357,0.000428,0.001,0.000714,0.000214,7.1e-05,0.000214,0.000143,0.000428,0.000214,0.000357,0.0,0.000143,0.0,7.1e-05,0.000214,0.000857,0.000643,0.000286,0.000428,0.000357,0.000214,0.000214,0.000643,0.000143,0.0,0.0,7.1e-05,0.000214,0.000214,0.000143,0.000428,7.1e-05,0.000214,0.000214,0.000286,0.0,0.0,7.1e-05,0.000143,0.000428,0.000143,0.000571,0.0,0.000428,succ,
暴力牛魔王,1.48822605965463,4.85557299843014,0.397174254317111,5.48979591836734,2.25902668759811,0.158555729984301,4.84458398744113,0.00941915227629513,0.488226059654631,0.852433281004709,2.68445839874411,0.23861852433281,4.12244897959183,1.10989010989011,637.0,2173.0,3.411302982731554,succ,暴力牛魔王,0.095092,0.030039,0.032068,0.023102,0.014921,0.003141,0.013416,0.00301,0.015641,0.003992,0.006675,0.002814,0.006545,0.004058,0.004581,0.00517,0.007526,0.005694,0.008508,0.003141,0.003796,0.006741,0.005628,0.00288,0.00661,0.002029,0.000982,0.002094,0.0,0.001374,0.002487,0.001898,0.001243,0.001243,0.001636,0.001963,0.001963,0.001571,0.0,0.000916,0.002029,0.000131,0.002487,0.001571,0.000327,0.0,0.000982,0.000785,0.000785,0.00144,0.000458,0.001374,0.000131,0.000393,0.000327,0.001963,0.001047,0.001963,0.001963,0.000589,0.000524,0.000982,0.002552,0.001636,0.000654,0.001636,0.001178,6.5e-05,0.0,0.002618,0.002683,0.000982,0.000196,0.001309,0.000916,0.000982,0.001832,0.000524,0.000982,0.003141,0.001113,0.0,0.000196,0.001374,0.001113,0.000393,0.001505,0.000458,0.000524,0.000196,0.0,0.001636,0.00144,0.000982,0.000524,0.0,0.0,0.000982,6.5e-05,0.001047,0.000393,0.001047,0.000589,0.002552,0.001113,0.000458,0.0,0.00072,0.000131,0.00144,0.000589,0.000654,0.000589,0.000785,0.001243,0.000458,0.000327,0.000524,0.0,0.000589,0.000524,0.0,0.001832,0.001832,0.000262,0.000916,0.000851,0.002487,0.000262,0.0,0.000982,0.0,0.000524,0.000327,0.0,0.0,0.001243,0.000851,0.001243,0.000458,0.000262,0.000262,0.000524,0.000524,0.00072,0.000458,0.001832,0.000196,0.0,0.000327,0.001178,0.0,0.001767,0.000524,0.000393,0.001767,0.000262,0.000654,0.000524,0.000131,0.000524,0.001047,6.5e-05,6.5e-05,0.000131,0.00144,0.0,0.000262,0.000524,0.000458,0.000393,0.00072,0.000524,0.000131,0.000785,0.000262,6.5e-05,0.00072,0.000196,6.5e-05,0.002291,0.0,0.0,0.000131,0.000196,0.000262,0.000262,0.000589,0.000524,0.000654,0.000131,0.0,6.5e-05,0.000393,0.000327,0.000458,0.000262,0.000589,6.5e-05,0.000262,succ,
比蒙传奇,2.468156424581,5.37877094972067,0.549720670391061,4.74301675977653,2.0290502793296,0.334078212290502,4.79106145251396,0.0100558659217877,0.39217877094972,0.907262569832402,2.6022346368715,0.197765363128491,3.95754189944134,0.94413407821229,895.0,2705.0,3.022346368715084,succ,比蒙传奇,0.076109,0.020418,0.033203,0.016142,0.014394,0.016004,0.013842,0.016096,0.014946,0.03541,0.012371,0.009841,0.006806,0.00092,0.009244,0.007266,0.002713,0.00699,0.007864,0.005243,0.006208,0.005289,0.007634,0.001977,0.005059,0.005289,0.0063,0.002759,0.005059,0.003679,0.001885,0.005519,0.003633,0.001426,0.001885,0.005105,0.001196,0.003035,0.0,0.001242,0.002023,0.000184,0.002253,0.00023,4.6e-05,0.0,0.002943,0.003403,0.001794,0.000414,0.00092,0.002207,0.005564,0.001794,0.00023,0.002299,0.001748,0.000644,0.001242,0.002345,0.002437,0.001058,0.002851,0.001977,0.003357,4.6e-05,0.001058,0.0,0.0,0.00023,0.004047,0.000506,0.000276,0.004231,0.0,0.000506,0.001242,0.003403,0.000552,0.00069,0.000828,4.6e-05,0.000368,0.001518,0.000736,0.00092,0.002069,9.2e-05,0.001426,0.00184,0.0,0.00184,0.001104,0.001564,0.001012,4.6e-05,4.6e-05,0.00184,0.00092,0.001012,0.001196,0.001518,0.001196,0.002253,0.000322,9.2e-05,0.0,0.000368,0.000644,0.000874,0.000276,0.001564,0.00023,0.002621,0.000782,0.000552,0.000506,0.000966,0.0,0.000414,0.000276,0.0,0.001426,0.001288,0.002345,0.002575,0.001196,0.002943,9.2e-05,0.0,0.000414,0.0,0.000506,0.002759,4.6e-05,4.6e-05,0.001748,0.001104,0.000184,0.00184,0.001426,0.00046,0.000552,0.000276,0.001012,0.001058,4.6e-05,0.000368,0.0,0.001564,4.6e-05,0.0,0.000506,0.001656,0.000736,0.001518,4.6e-05,0.0,0.000138,0.000184,9.2e-05,0.001104,4.6e-05,0.000414,9.2e-05,0.000736,0.00023,0.000552,0.00023,0.000828,0.000506,0.00023,0.000322,0.00023,0.007634,0.000598,0.000828,0.00069,0.000322,9.2e-05,0.0,0.0,0.0,0.000184,0.000368,0.000506,4.6e-05,0.00046,4.6e-05,0.000368,0.00069,0.0,4.6e-05,0.000368,0.00023,0.00023,0.000598,0.000828,0.0,0.000598,succ,
冰火魔厨,2.39482758620689,5.68275862068965,0.0448275862068965,5.17241379310344,3.03275862068965,0.23103448275862,6.40172413793103,0.00862068965517241,0.491379310344827,0.912068965517241,2.82241379310344,0.143103448275862,5.5103448275862,1.33965517241379,580.0,2440.0,4.206896551724138,succ,冰火魔厨,0.108485,0.032001,0.030606,0.025537,0.013877,0.009885,0.010963,0.010012,0.017173,0.017996,0.008111,0.010836,0.004753,0.001141,0.00602,0.005703,0.010519,0.005196,0.007794,0.004436,0.004689,0.003549,0.002978,0.006654,0.003295,0.005957,0.005069,0.002788,0.00038,0.001394,0.003929,0.002154,0.000127,0.002028,0.000951,0.003295,0.002471,0.002661,0.0,0.001014,0.002788,0.000127,0.001711,0.002725,0.000253,0.0,0.001077,0.001331,0.002154,0.001267,0.000317,0.001584,0.003485,0.001204,0.000317,0.001584,0.001648,0.002471,0.001648,0.000444,0.0,0.000253,0.002154,6.3e-05,0.001648,0.000887,0.000697,0.0,0.0,0.002661,0.001964,0.000634,0.00057,0.001077,0.00019,0.001077,0.000951,0.001648,0.0,0.004246,6.3e-05,0.0,0.00019,0.001901,0.00076,0.001774,0.001141,6.3e-05,0.000824,0.000887,0.0,0.002028,0.001457,0.001141,0.000507,6.3e-05,0.0,0.001141,0.001204,0.000507,0.00057,0.001141,0.000507,0.002788,0.001521,0.00076,0.0,0.00038,6.3e-05,0.000444,0.001584,0.000951,0.000444,0.001077,0.000444,0.002471,0.000887,0.000824,0.0,0.000444,0.001648,0.0,0.000951,0.002028,0.001014,0.002281,0.001521,0.001014,6.3e-05,0.000697,0.000507,0.0,0.001077,0.001648,0.0,6.3e-05,0.00076,0.000824,0.001141,0.000317,0.000824,0.000317,0.000507,0.0,0.001521,0.001204,0.00019,0.00019,0.0,0.000507,0.000317,0.0,0.002408,0.00038,0.000507,0.000951,0.00019,6.3e-05,0.00076,6.3e-05,0.00038,6.3e-05,0.00019,0.000127,0.00057,0.000253,0.0,0.00038,0.0,0.00057,0.000317,0.00038,0.001014,0.002345,0.002978,0.00038,0.0,0.000317,0.000253,0.002154,0.0,0.0,0.000444,6.3e-05,0.000824,6.3e-05,0.00019,0.00019,6.3e-05,0.000444,0.00038,0.0,0.0,6.3e-05,0.00038,0.000317,0.001521,0.000887,0.0,0.000507,succ,
不平凡的穿越生活,2.0777027027027,5.35923423423423,0.427927927927927,4.67117117117117,2.72409909909909,0.168918918918918,5.54054054054054,0.036036036036036,0.452702702702702,0.873873873873873,2.55067567567567,0.163288288288288,4.94707207207207,0.836711711711711,1776.0,5154.0,2.902027027027027,unsucc,不平凡的穿越生活,0.073457,0.024359,0.025811,0.01767,0.02518,0.029597,0.011044,0.020573,0.016913,0.011675,0.008267,0.009529,0.010413,0.007825,0.008456,0.007447,0.007068,0.005427,0.005617,0.004228,0.005427,0.00568,0.006816,0.003471,0.004481,0.001515,0.005617,0.00467,0.0,0.003786,0.00284,0.002903,0.002651,0.001073,0.001325,0.002777,0.001956,0.00284,0.0,0.004165,0.001704,0.000189,0.003976,0.001956,0.000757,0.0,0.001893,0.001199,0.002461,0.001262,0.000694,0.00284,0.000505,0.002083,0.000631,0.001388,0.00183,0.000252,0.002146,0.002398,0.000252,0.001136,0.001199,0.001325,0.000694,0.000568,0.002524,0.0,0.0,0.001136,0.001325,0.001767,0.000126,0.002398,0.013379,0.001073,0.001073,0.000947,0.000884,0.000947,0.002651,0.0,0.001136,0.001515,0.000947,0.002272,0.002651,0.000252,0.002209,0.000505,0.0,0.000379,0.001893,0.001073,0.000757,0.000126,0.0,0.002272,0.000379,0.001262,0.000442,0.00101,0.000757,0.001262,0.000252,0.000379,0.0,0.000442,0.000126,0.000947,0.000379,0.000379,0.000189,0.001262,0.000631,0.000694,0.000379,0.000252,0.0,0.000505,0.001451,0.0,0.000316,0.000505,0.001073,0.000505,0.001388,0.002019,0.000757,0.000126,0.000568,0.0,0.000757,0.000126,0.0,0.000126,0.001262,0.000568,0.001073,0.001136,0.000252,0.000379,0.001073,0.000189,0.000252,0.000126,0.000631,0.001136,0.0,0.00082,0.000189,0.0,0.000189,0.000505,0.000189,0.001388,0.000189,0.000631,0.001578,0.000631,6.3e-05,0.000189,0.000631,0.000252,0.000126,0.000379,0.000189,0.000947,0.0,0.000631,0.000568,0.00101,0.000568,0.000568,0.000126,0.00082,6.3e-05,0.000568,0.000442,0.000379,0.0,0.0,0.000252,6.3e-05,0.000631,0.00082,0.000252,0.000316,0.000126,0.000568,6.3e-05,0.000126,0.0,0.0,0.000316,0.000126,0.000316,0.000316,0.0,0.000379,unsucc,
不朽巫师,2.85776805251641,7.35667396061269,0.409190371991247,7.09846827133479,4.52078774617067,0.295404814004376,7.57330415754923,0.0262582056892779,0.693654266958424,1.36105032822757,4.33916849015317,0.330415754923413,6.44420131291028,1.54266958424507,457.0,2338.0,5.115973741794311,succ,不朽巫师,0.114908,0.031043,0.012517,0.021467,0.019151,0.011954,0.020528,0.011766,0.01815,0.007385,0.011203,0.007135,0.005508,0.011328,0.009388,0.004444,0.013018,0.009513,0.006509,0.006384,0.004569,0.009263,0.004569,0.003818,0.002942,0.00363,0.000188,0.003192,0.001377,0.002065,0.003254,0.002629,0.003192,0.003067,0.003755,0.002316,0.005382,0.002691,0.001189,0.003567,0.003254,0.002065,0.00363,0.003755,0.00025,0.0,0.001815,0.000626,0.002003,0.000438,0.000939,0.002316,0.00025,0.001127,0.000125,0.001439,0.001752,0.005382,0.002316,0.000563,0.000125,0.002503,0.001627,0.001377,0.002316,0.002191,0.001752,0.000125,0.0,0.000376,0.002003,0.000376,0.00025,0.000626,0.000313,0.001314,0.001439,0.001252,0.000313,0.002754,0.001377,0.0,0.000626,0.00169,0.000626,0.002191,0.001001,0.000313,0.001001,0.001252,0.0,0.001064,0.002316,0.00169,0.000563,0.00025,6.3e-05,0.000876,0.001252,0.00194,0.001314,0.001502,0.002065,0.001878,0.000688,0.000939,0.0,0.000376,0.00169,0.000814,0.000188,0.001439,0.000563,0.000814,0.001314,0.000438,0.001439,0.000688,0.0,0.002128,0.001252,6.3e-05,0.000626,0.001252,0.000501,0.000876,0.000688,0.001001,0.000751,0.001189,0.000438,0.00025,0.000814,0.000876,0.0,0.00025,0.000939,0.000876,0.000814,0.000939,0.001439,0.000125,0.000626,0.000125,0.000438,0.001252,0.001439,0.000626,0.000125,0.000939,0.000438,0.000125,0.000501,6.3e-05,0.000814,0.001001,0.000188,0.002316,0.000313,0.000688,6.3e-05,0.000751,6.3e-05,0.000438,6.3e-05,0.000438,6.3e-05,0.000376,0.00025,0.000125,0.000376,0.000814,0.000563,0.000376,0.004569,0.000563,0.000501,0.000438,0.000501,0.002629,0.0,0.0,0.0,0.000313,0.00025,0.00025,0.000188,0.000563,0.000125,0.000626,0.000751,0.0,0.0,0.000125,0.00025,0.000376,0.000188,0.000501,6.3e-05,0.000125,succ,
苍白之手,1.59056316590563,6.03044140030441,0.557077625570776,5.38812785388127,2.64535768645357,0.159817351598173,5.3607305936073,0.0197869101978691,0.41400304414003,1.11567732115677,2.77929984779299,0.343987823439878,4.66514459665144,1.18112633181126,657.0,2449.0,3.7275494672754945,succ,苍白之手,0.089616,0.025629,0.026031,0.023336,0.016398,0.013818,0.014162,0.013703,0.017144,0.007683,0.011926,0.008142,0.00711,0.005447,0.007568,0.006135,0.004816,0.004759,0.006938,0.00367,0.003956,0.003268,0.003268,0.003211,0.004472,0.00172,0.011181,0.00258,0.003498,0.000745,0.001663,0.001605,0.000115,0.001835,0.001433,0.001892,0.001949,0.002981,0.000172,0.000975,0.004931,0.002179,0.001777,0.000172,0.001605,0.0,0.001663,0.002981,0.000573,0.000401,0.000172,0.001032,0.0043,0.002121,0.000115,0.001835,0.00172,0.001777,0.001204,0.0,0.004644,0.00172,0.000745,0.000229,0.001261,0.000344,0.001433,0.0,0.0,0.001548,0.002293,0.001376,0.000287,0.001835,0.000459,0.000745,0.001032,0.002121,0.000573,0.002695,0.001032,0.0,0.000344,0.001491,0.000917,0.000459,0.000401,0.000401,0.00086,0.000573,5.7e-05,0.001835,0.001835,0.001319,0.001433,0.000115,5.7e-05,0.000631,0.000344,0.001433,0.000344,0.002007,0.001548,0.000401,0.000115,0.000917,0.0,0.00086,0.0,0.000745,0.000229,0.000516,0.001089,0.001319,0.000917,0.000631,0.000287,5.7e-05,0.0,0.001835,0.001089,0.0,0.002121,0.000745,0.001261,0.000459,0.000688,0.002408,0.0,0.0,5.7e-05,0.0,0.001032,0.000344,0.0,0.000115,0.001548,0.000172,0.001032,0.000172,0.000745,0.000688,0.000516,0.000344,0.0,0.000172,0.002351,0.000344,0.000115,0.001204,0.000229,0.0,0.001204,5.7e-05,0.001605,0.000573,0.000172,5.7e-05,5.7e-05,0.000287,5.7e-05,0.001204,0.000287,0.000115,0.000516,0.001663,0.000287,0.000459,0.0,0.000803,0.001147,0.000459,0.000172,0.001548,0.003268,0.000115,0.000516,0.000344,0.000172,0.000287,0.0,5.7e-05,0.0,5.7e-05,0.000917,0.000229,0.000172,0.000401,0.000115,0.000344,0.001319,5.7e-05,0.0,5.7e-05,5.7e-05,0.000287,0.000917,0.000401,0.0,0.000745,succ,
超级骷髅兵,1.51556776556776,5.7051282051282,0.276556776556776,6.01923076923076,2.83241758241758,0.161172161172161,4.69230769230769,0.00641025641025641,0.425824175824175,1.12179487179487,2.87820512820512,0.277472527472527,3.93315018315018,1.20421245421245,1092.0,3850.0,3.5256410256410255,succ,超级骷髅兵,0.083862,0.029078,0.03038,0.021633,0.014856,0.001469,0.014723,0.001502,0.017694,0.002337,0.009515,0.000935,0.004874,0.003238,0.010716,0.003672,0.010716,0.005141,0.005809,0.004006,0.005041,0.003906,0.006477,0.00444,0.005575,0.002604,0.004674,0.002437,0.001669,0.001302,0.003706,0.001302,0.002838,0.00227,0.002137,0.002871,0.001402,0.002938,0.0,0.000868,0.003672,6.7e-05,0.001836,0.000434,0.000601,0.0,0.001168,0.001135,0.0002,0.001135,0.0003,0.001168,0.000734,0.001269,0.000234,0.002304,0.001569,0.002036,0.001369,0.000901,0.00651,0.001202,0.002804,0.002203,0.001402,0.001135,0.000868,0.0,0.0,0.002237,0.00187,0.000167,0.000467,0.003572,0.0,0.000568,0.000835,0.001168,0.000467,0.001803,0.0001,0.0,0.000534,0.001035,0.000734,0.000868,0.003772,0.000134,0.000601,3.3e-05,0.0,0.001369,0.003472,0.001102,0.000401,0.000134,3.3e-05,0.000835,0.000968,0.001469,0.000868,0.001536,0.000467,0.00217,0.000434,3.3e-05,0.0,0.000501,0.000134,0.001769,0.000768,0.000801,0.000901,0.001135,0.001102,0.000701,0.001002,0.000901,0.0,0.000568,0.000501,0.0,0.001402,0.00187,0.000668,0.000367,0.001769,0.001135,0.0001,0.000167,0.000501,0.0,0.000501,0.000467,0.0,0.000134,3.3e-05,0.000768,0.000467,0.0003,0.001068,0.000534,0.000334,3.3e-05,0.001002,0.000334,0.000734,0.000534,0.0,0.000401,0.000401,6.7e-05,0.002838,0.000434,0.0001,0.001536,0.0001,0.001302,0.000601,0.000334,0.000434,0.001035,6.7e-05,0.000267,0.000167,0.0003,6.7e-05,0.000801,0.0,0.000267,0.000267,0.000534,0.000568,0.002237,0.001636,0.000568,0.000267,0.000601,0.000167,6.7e-05,0.0,0.0,0.000234,0.0003,0.000801,6.7e-05,0.0001,0.000634,0.000701,0.000534,0.0002,0.000935,6.7e-05,3.3e-05,0.000267,0.0001,0.000167,0.001202,0.0,0.000701,succ,
潮汐进化,3.23260869565217,8.92608695652174,0.708695652173913,8.99130434782608,4.43260869565217,0.360869565217391,6.02173913043478,0.0108695652173913,1.11521739130434,1.37826086956521,4.75652173913043,0.219565217391304,4.36739130434782,1.44782608695652,460.0,1781.0,3.871739130434783,succ,潮汐进化,0.072099,0.040602,0.016149,0.030752,0.015004,0.004009,0.015061,0.003321,0.014088,0.004181,0.008418,0.004181,0.006758,0.005498,0.011396,0.002749,0.012942,0.00859,0.014374,0.002405,0.007044,0.007617,0.008647,0.003321,0.003894,0.007674,0.000115,0.003951,0.0,0.001775,0.003379,0.002291,0.002291,0.001947,0.003379,0.002119,0.00189,0.003321,0.0,0.000916,0.004295,0.001718,0.002062,0.002749,0.000172,0.0,0.00126,0.001432,0.000573,0.001947,0.001031,0.001775,0.000401,0.001317,0.000172,0.003665,0.001203,0.001947,0.002062,0.000916,5.7e-05,0.000744,0.002004,0.000916,0.002749,0.001661,0.001203,0.0,0.0,0.000687,0.002806,0.000344,0.000172,0.001432,0.00189,0.000515,0.002004,0.001775,0.000859,0.002749,0.000401,0.0,0.001546,0.001661,0.001088,0.000744,0.003551,0.000344,0.000458,0.000687,0.0,0.001088,0.00126,0.000916,0.000401,0.0,0.0,0.000687,0.001432,0.000401,0.001031,0.001031,0.000573,0.003951,0.000573,0.000802,0.0,0.000573,0.000115,0.001661,0.000687,0.001031,0.000687,0.000859,0.001317,0.001203,0.000974,0.000916,0.0,0.000286,0.00063,0.0,0.000401,0.000802,0.000974,0.000458,0.000974,0.003722,0.0,5.7e-05,0.000515,0.0,0.000687,0.001088,0.0,0.0,0.001203,0.000344,5.7e-05,0.001031,0.001317,0.000115,0.000744,0.000286,0.000286,0.0,0.000115,0.001775,0.0,0.001088,0.000172,0.0,0.000744,0.000401,5.7e-05,0.001432,0.000344,0.000859,0.001775,0.000744,0.000401,0.000344,5.7e-05,0.000115,0.000172,0.00063,5.7e-05,0.000401,0.000115,0.000172,0.00063,0.000974,0.000229,0.000687,0.001661,0.000115,0.000229,0.000229,0.000115,0.002291,0.0,0.0,0.0,0.000115,0.000458,0.000859,0.000344,0.001317,0.001088,0.00189,0.000401,0.0,5.7e-05,0.0,5.7e-05,0.000458,0.000229,0.000573,0.000401,0.000115,succ,
穿越之成为主神,1.72523961661341,4.91693290734824,0.456869009584664,4.50159744408945,2.16613418530351,0.185303514376996,4.81789137380191,0.0543130990415335,0.370607028753993,0.734824281150159,2.56869009584664,0.23961661341853,4.22364217252396,0.686900958466453,626.0,2074.0,3.313099041533546,unsucc,穿越之成为主神,0.092593,0.018519,0.034245,0.014697,0.023222,0.01749,0.012346,0.017343,0.012346,0.009259,0.008377,0.010141,0.012493,0.006467,0.007349,0.006026,0.007202,0.009259,0.006173,0.005291,0.006173,0.003821,0.006614,0.004409,0.006026,0.003968,0.005879,0.002646,0.001764,0.002058,0.002058,0.003674,0.001617,0.002499,0.00338,0.00147,0.001911,0.003674,0.0,0.001323,0.005291,0.002939,0.002939,0.002499,0.001029,0.0,0.003527,0.001764,0.001764,0.001176,0.000735,0.002058,0.000441,0.00338,0.000441,0.00147,0.002792,0.000882,0.001764,0.002058,0.000735,0.000441,0.002499,0.001764,0.001323,0.001176,0.002352,0.0,0.0,0.003821,0.002939,0.000735,0.000294,0.00338,0.000441,0.000441,0.001764,0.001029,0.00338,0.000735,0.001029,0.0,0.000441,0.001617,0.000294,0.002058,0.006173,0.000294,0.00147,0.000147,0.000147,0.001764,0.001176,0.001617,0.000294,0.0,0.0,0.001764,0.001323,0.000294,0.001617,0.000294,0.000147,0.000735,0.000735,0.000147,0.0,0.000588,0.001176,0.000588,0.001176,0.000441,0.001323,0.002205,0.000735,0.001911,0.000735,0.000588,0.0,0.000441,0.000735,0.0,0.000294,0.000735,0.001029,0.000441,0.000588,0.002058,0.0,0.000441,0.000441,0.0,0.001617,0.001323,0.0,0.0,0.000147,0.000441,0.000147,0.000735,0.000147,0.000147,0.000588,0.001911,0.000588,0.000441,0.000441,0.000441,0.0,0.000588,0.001176,0.0,0.001176,0.000588,0.000147,0.00147,0.000294,0.000735,0.000147,0.000147,0.000294,0.000441,0.000147,0.000294,0.000882,0.000882,0.000294,0.002352,0.0,0.002352,0.000882,0.000441,0.000882,0.001323,0.000147,0.000441,0.000735,0.002058,0.000441,0.000588,0.0,0.000147,0.0,0.000735,0.000147,0.000735,0.000294,0.0,0.001029,0.001911,0.000294,0.0,0.0,0.0,0.000147,0.000294,0.000735,0.000147,0.0,0.000147,unsucc,
